"time","MLoad.Sa","MLoad.Sb","MLoad.Sc","MLoad.Mpd","MLoad.Mpq","MLoad.Mnd","MLoad.Mnq","MLoad.Mhmd","MLoad.Mhmq","MGrid.Sa","MGrid.Sb","MGrid.Sc","DC_AC1.Sa","DC_AC1.Sb","DC_AC1.Sc","MGrid.Mpd","MGrid.Mpq","MGrid.Mnd","MGrid.Mnq","MGrid.Mhmd","MGrid.Mhmq","DC_AC1.Spd","DC_AC1.Spq","DC_AC1.Snd","DC_AC1.Snq","DC_AC1.Szmd","DC_AC1.Szmq","Va.v"
0.0155,25.8435,-26.2115,-17.8404,30.2572,-11.9075,16.7061,-12.9428,-6.40697,-0.639458,17.343,-15.7391,-1.60387,8.50046,-10.4723,-16.2366,19.1672,0.0447202,-0.0344575,0.0285057,-1.48676e-12,2.81186e-12,5.1503e-316,-11.9075,16.7061,-12.9428,-6.40697,-0.639458,153.554
0.0156,27.3452,-26.659,-19.1233,30.2541,-11.8948,16.6987,-12.932,-6.39662,-0.662569,17.6354,-15.3132,-2.32223,9.70982,-11.3458,-16.801,19.1641,0.0383262,-0.0276067,0.0265851,-1.48287e-12,2.8028e-12,5.14986e-316,-11.8948,16.6987,-12.932,-6.39662,-0.662569,156.169
0.0157,28.8081,-27.0671,-20.3777,30.2514,-11.8822,16.6919,-12.9211,-6.38734,-0.68559,17.9031,-14.8659,-3.03714,10.905,-12.2011,-17.3406,19.1614,0.0321511,-0.021413,0.0239828,-1.48273e-12,2.79712e-12,3.03445e-312,-11.8822,16.6919,-12.9211,-6.38734,-0.68559,158.561
0.0158,30.23,-27.4352,-21.6019,30.2492,-11.8699,16.6857,-12.9102,-6.3791,-0.708483,18.1457,-14.3981,-3.74762,12.0843,-13.0371,-17.8543,19.1592,0.0261938,-0.015924,0.0207976,-1.48877e-12,2.7993e-12,5.1503e-316,-11.8699,16.6857,-12.9102,-6.3791,-0.708483,160.728
0.0159,31.6089,-27.7627,-22.7941,30.2475,-11.8577,16.6801,-12.8992,-6.37187,-0.731211,18.3629,-13.9101,-4.45271,13.2461,-13.8526,-18.3414,19.1575,0.0204529,-0.0111754,0.0171299,-1.47813e-12,2.78547e-12,5.14987e-316,-11.8577,16.6801,-12.8992,-6.37187,-0.731211,162.667
0.016,32.9429,-28.0494,-23.9528,30.2461,-11.8457,16.6751,-12.8883,-6.36563,-0.753742,18.5543,-13.4029,-5.15147,14.3886,-14.6466,-18.8013,19.1561,0.014927,-0.00719113,0.0130806,-1.47845e-12,2.782e-12,2.99201e-312,-11.8457,16.6751,-12.8883,-6.36563,-0.753742,164.374
0.0161,34.2301,-28.2948,-25.0762,30.2452,-11.834,16.6707,-12.8774,-6.36034,-0.776043,18.7198,-12.8769,-5.84293,15.5103,-15.4179,-19.2333,19.1552,0.0096142,-0.00398389,0.00874994,-1.48446e-12,2.78185e-12,7.11386e-316,-11.834,16.6707,-12.8774,-6.36034,-0.776043,165.848
0.0162,35.4687,-28.4985,-26.1628,30.2447,-11.8225,16.6668,-12.8665,-6.35599,-0.798083,18.859,-12.3329,-6.52615,16.6096,-16.1657,-19.6367,19.1547,0.00451258,-0.00155523,0.00423611,-1.47519e-12,2.77045e-12,5.14987e-316,-11.8225,16.6668,-12.8665,-6.35599,-0.798083,167.086
0.0163,36.6568,-28.6604,-27.2111,30.2445,-11.8112,16.6634,-12.8557,-6.35255,-0.819832,18.9718,-11.7716,-7.2002,17.6849,-16.8888,-20.0109,19.1545,-0.000380074,0.000103742,-0.000365642,-1.48459e-12,2.77319e-12,3.01323e-312,-11.8112,16.6634,-12.8557,-6.35255,-0.819832,168.087
0.0164,37.7928,-28.7802,-28.2196,30.2447,-11.8001,16.6606,-12.8451,-6.34998,-0.841264,19.058,-11.1939,-7.86416,18.7347,-17.5864,-20.3554,19.1547,-0.00506615,0.00101176,-0.0049641,-1.47218e-12,2.75959e-12,7.11387e-316,-11.8001,16.6606,-12.8451,-6.34998,-0.841264,168.849
0.0165,38.8751,-28.8578,-29.1868,30.2453,-11.7893,16.6583,-12.8345,-6.34825,-0.862353,19.1175,-10.6004,-8.51712,19.7576,-18.2574,-20.6697,19.1553,-0.00954822,0.00119671,-0.00947293,-1.47839e-12,2.75213e-12,5.14988e-316,-11.7893,16.6583,-12.8345,-6.34825,-0.862353,169.371
0.0166,39.9021,-28.8931,-30.1115,30.2462,-11.7788,16.6565,-12.8241,-6.34734,-0.883075,19.1501,-9.99196,-9.15816,20.752,-18.9012,-20.9534,19.1562,-0.013829,0.000694828,-0.0138115,-1.47066e-12,2.75519e-12,3.03445e-312,-11.7788,16.6565,-12.8241,-6.34734,-0.883075,169.652
0.0167,40.8724,-28.8861,-30.9923,30.2474,-11.7685,16.6552,-12.8138,-6.34721,-0.903407,19.1559,-9.36945,-9.78641,21.7165,-19.5167,-21.2059,19.1574,-0.0179113,-0.000450114,-0.0179057,-1.48249e-12,2.75624e-12,7.13907e-316,-11.7685,16.6552,-12.8138,-6.34721,-0.903407,169.692
0.0168,41.7846,-28.8369,-31.828,30.2489,-11.7585,16.6543,-12.8037,-6.34783,-0.923328,19.1347,-8.73368,-10.401,22.65,-20.1032,-21.427,19.1589,-0.0217983,-0.00218771,-0.0216882,-1.4712e-12,2.73999e-12,5.17295e-316,-11.7585,16.6543,-12.8037,-6.34783,-0.923328,169.491
0.0169,42.6375,-28.7454,-32.6175,30.2507,-11.7487,16.6539,-12.7937,-6.34918,-0.942819,19.0866,-8.08552,-11.0011,23.5509,-20.6599,-21.6164,19.1607,-0.025493,-0.00446186,-0.0250995,-1.48501e-12,2.7482e-12,1.63394e-312,-11.7487,16.6539,-12.7937,-6.34918,-0.942819,169.049
0.017,43.4297,-28.612,-33.3595,30.2527,-11.7392,16.6539,-12.784,-6.35122,-0.961862,19.0116,-7.42585,-11.5858,24.4181,-21.1861,-21.7737,19.1627,-0.0289987,-0.00721167,-0.0280876,-1.47091e-12,2.73747e-12,5.14457e-316,-11.7392,16.6539,-12.784,-6.35122,-0.961862,168.367
0.0171,44.1603,-28.4367,-34.0531,30.255,-11.7299,16.6543,-12.7745,-6.35392,-0.980441,18.9099,-6.75557,-12.1543,25.2504,-21.6811,-21.8989,19.165,-0.0323187,-0.0103725,-0.030609,-1.48026e-12,2.72818e-12,5.15177e-316,-11.7299,16.6543,-12.7745,-6.35392,-0.980441,167.446
0.0172,44.828,-28.2199,-34.6974,30.2576,-11.7209,16.6551,-12.7652,-6.35726,-0.998541,18.7814,-6.07562,-12.7058,26.0466,-22.1443,-21.9916,19.1676,-0.0354565,-0.0138768,-0.0326282,-1.48254e-12,2.73555e-12,1.061e-313,-11.7209,16.6551,-12.7652,-6.35726,-0.998541,166.287
0.0173,45.4321,-27.962,-35.2913,30.2604,-11.7122,16.6563,-12.7561,-6.36119,-1.01615,18.6265,-5.3869,-13.2396,26.8055,-22.5751,-22.0517,19.1704,-0.0384158,-0.0176551,-0.0341184,-1.4743e-12,2.72593e-12,7.11387e-316,-11.7122,16.6563,-12.7561,-6.36119,-1.01615,164.891
0.0174,45.9715,-27.6632,-35.8342,30.2634,-11.7038,16.6579,-12.7473,-6.3657,-1.03325,18.4453,-4.69039,-13.7549,27.5262,-22.9728,-22.0793,19.1734,-0.0412,-0.0216372,-0.035061,-1.47379e-12,2.72359e-12,5.14988e-316,-11.7038,16.6579,-12.7473,-6.3657,-1.03325,163.262
0.0175,46.4457,-27.3241,-36.3252,30.2666,-11.6956,16.6598,-12.7387,-6.37074,-1.04984,18.238,-3.98703,-14.251,28.2077,-23.337,-22.0742,19.1766,-0.0438129,-0.0257526,-0.0354454,-1.47164e-12,2.72142e-12,6.36599e-314,-11.6956,16.6598,-12.7387,-6.37074,-1.04984,161.4
0.0176,46.8538,-26.9451,-36.7636,30.27,-11.6877,16.662,-12.7304,-6.37629,-1.0659,18.0049,-3.27781,-14.7271,28.849,-23.6673,-22.0365,19.18,-0.0462583,-0.0299317,-0.0352693,-1.4866e-12,2.71312e-12,7.11387e-316,-11.6877,16.662,-12.7304,-6.37629,-1.0659,159.308
0.0177,47.1954,-26.5268,-37.1489,30.2735,-11.6801,16.6645,-12.7224,-6.38233,-1.08143,17.7463,-2.56369,-15.1826,29.4491,-23.9632,-21.9663,19.1835,-0.0485399,-0.0341065,-0.0345379,-1.47938e-12,2.71713e-12,5.14989e-316,-11.6801,16.6645,-12.7224,-6.38233,-1.08143,156.991
0.0178,47.4699,-26.0699,-37.4805,30.2773,-11.6728,16.6673,-12.7146,-6.38881,-1.09642,17.4625,-1.84569,-15.6168,30.0074,-24.2242,-21.8637,19.1873,-0.0506617,-0.0382116,-0.0332637,-1.4921e-12,2.71871e-12,nan,-11.6728,16.6673,-12.7146,-6.38881,-1.09642,154.45
0.0179,47.6769,-25.575,-37.7579,30.2812,-11.6657,16.6703,-12.7072,-6.39572,-1.11086,17.1539,-1.12478,-16.0291,30.523,-24.4502,-21.7288,19.1912,-0.0526274,-0.0421844,-0.0314662,-1.48143e-12,2.70939e-12,5.14465e-316,-11.6657,16.6703,-12.7072,-6.39572,-1.11086,151.69
0.018,47.8162,-25.0428,-37.9808,30.2852,-11.6589,16.6736,-12.7,-6.40302,-1.12476,16.8209,-0.401994,-16.4189,30.9953,-24.6408,-21.5619,19.1952,-0.0544411,-0.0459662,-0.029171,-1.48558e-12,2.70575e-12,5.1499e-316,-11.6589,16.6736,-12.7,-6.40302,-1.12476,148.714
0.0181,47.8875,-24.4741,-38.1489,30.2894,-11.6523,16.6772,-12.6931,-6.41069,-1.1381,16.464,0.321674,-16.7857,31.4235,-24.7958,-21.3632,19.1994,-0.0561067,-0.0495024,-0.0264096,-1.48602e-12,2.70702e-12,2.84347e-312,-11.6523,16.6772,-12.6931,-6.41069,-1.1381,145.527
0.0182,47.8907,-23.8698,-38.2619,30.2937,-11.6461,16.681,-12.6865,-6.41869,-1.15089,16.0836,1.04521,-17.1288,31.8071,-24.915,-21.1331,19.2037,-0.0576282,-0.0527437,-0.0232188,-1.48899e-12,2.70259e-12,5.14465e-316,-11.6461,16.681,-12.6865,-6.41869,-1.15089,142.133
0.0183,47.8259,-23.2307,-38.3197,30.2981,-11.6401,16.6849,-12.6802,-6.427,-1.16312,15.6803,1.76758,-17.4479,32.1456,-24.9983,-20.8719,19.2081,-0.0590094,-0.0556453,-0.0196395,-1.48616e-12,2.70348e-12,5.1499e-316,-11.6401,16.6849,-12.6802,-6.427,-1.16312,138.537
0.0184,47.6932,-22.5577,-38.3223,30.3026,-11.6343,16.6891,-12.6742,-6.4356,-1.17479,15.2546,2.48779,-17.7424,32.4386,-25.0455,-20.5799,19.2126,-0.0602546,-0.0581687,-0.0157169,-1.49327e-12,2.69954e-12,6.36599e-314,-11.6343,16.6891,-12.6742,-6.4356,-1.17479,134.745
0.0185,47.4926,-21.8518,-38.2696,30.3071,-11.6288,16.6934,-12.6685,-6.44445,-1.18591,14.8071,3.20482,-18.0119,32.6855,-25.0566,-20.2577,19.2171,-0.0613674,-0.0602804,-0.0114991,-1.48992e-12,2.69685e-12,5.14466e-316,-11.6288,16.6934,-12.6685,-6.44445,-1.18591,130.76
0.0186,47.2246,-21.1141,-38.1617,30.3118,-11.6236,16.6979,-12.6631,-6.45353,-1.19648,14.3383,3.91765,-18.256,32.8862,-25.0317,-19.9057,19.2218,-0.0623522,-0.0619539,-0.00703685,-1.49962e-12,2.70699e-12,5.14991e-316,-11.6236,16.6979,-12.6631,-6.45353,-1.19648,126.59
0.0187,46.8894,-20.3456,-37.9988,30.3165,-11.6186,16.7025,-12.658,-6.46282,-1.2065,13.8491,4.62527,-18.4743,33.0404,-24.9708,-19.5245,19.2265,-0.0632126,-0.0631677,-0.0023825,-1.50021e-12,2.70514e-12,2.99201e-312,-11.6186,16.7025,-12.658,-6.46282,-1.2065,122.24
0.0188,46.4876,-19.5474,-37.7812,30.3213,-11.6139,16.7072,-12.6532,-6.47228,-1.21597,13.3399,5.32668,-18.6666,33.1478,-24.8741,-19.1146,19.2313,-0.0639529,-0.0639075,0.0024104,-1.49003e-12,2.69502e-12,4.84372e-316,-11.6139,16.7072,-12.6532,-6.47228,-1.21597,117.717
0.0189,46.0198,-18.7206,-37.5091,30.3262,-11.6094,16.712,-12.6487,-6.48191,-1.2249,12.8115,6.02089,-18.8324,33.2083,-24.7415,-18.6767,19.2362,-0.0645767,-0.0641642,0.0072879,-1.48902e-12,2.69344e-12,5.17295e-316,-11.6094,16.712,-12.6487,-6.48191,-1.2249,113.026
0.019,45.4865,-17.8666,-37.183,30.3311,-11.6052,16.7169,-12.6445,-6.49167,-1.23329,12.2647,6.7069,-18.9716,33.2218,-24.5735,-18.2114,19.2411,-0.0650883,-0.0639354,0.0121963,-1.49428e-12,2.6938e-12,1.65516e-312,-11.6052,16.7169,-12.6445,-6.49167,-1.23329,108.174
0.0191,44.8886,-16.9864,-36.8033,30.336,-11.6012,16.7219,-12.6406,-6.50155,-1.24115,11.7002,7.38374,-19.084,33.1884,-24.3701,-17.7194,19.246,-0.0654912,-0.063224,0.0170828,-1.50578e-12,2.69814e-12,5.14493e-316,-11.6012,16.7219,-12.6406,-6.50155,-1.24115,103.169
0.0192,44.227,-16.0814,-36.3707,30.3409,-11.5974,16.727,-12.637,-6.51151,-1.24848,11.1188,8.05044,-19.1693,33.1081,-24.1318,-17.2014,19.2509,-0.0657895,-0.0620389,0.021896,-1.49566e-12,2.69178e-12,5.15177e-316,-11.5974,16.727,-12.637,-6.51151,-1.24848,98.0173
0.0193,43.5024,-15.1528,-35.8856,30.3459,-11.5939,16.7321,-12.6337,-6.52154,-1.2553,10.5213,8.70605,-19.2274,32.9811,-23.8588,-16.6582,19.2559,-0.0659869,-0.060394,0.0265866,-1.50075e-12,2.68452e-12,1.2732e-313,-11.5939,16.7321,-12.6337,-6.52154,-1.2553,92.7262
0.0194,42.7161,-14.202,-35.3488,30.3509,-11.5906,16.7372,-12.6306,-6.53162,-1.26161,9.90857,9.34963,-19.2582,32.8075,-23.5517,-16.0906,19.2609,-0.0660875,-0.0583084,0.0311076,-1.4974e-12,2.68675e-12,5.14466e-316,-11.5906,16.7372,-12.6306,-6.53162,-1.26161,87.3033
0.0195,41.869,-13.2304,-34.7611,30.3559,-11.5875,16.7424,-12.6279,-6.54173,-1.26742,9.28141,9.98025,-19.2617,32.5876,-23.2107,-15.4995,19.2659,-0.0660946,-0.0558055,0.0354152,-1.50262e-12,2.68485e-12,5.14991e-316,-11.5875,16.7424,-12.6279,-6.54173,-1.26742,81.7563
0.0196,40.9625,-12.2394,-34.1234,30.3609,-11.5847,16.7476,-12.6254,-6.55185,-1.27274,8.64073,10.597,-19.2377,32.3217,-22.8364,-14.8857,19.2709,-0.0660122,-0.0529132,0.0394691,-1.50296e-12,2.68944e-12,8.48798e-314,-11.5847,16.7476,-12.6254,-6.55185,-1.27274,76.0932
0.0197,39.9977,-11.2303,-33.4365,30.3658,-11.582,16.7528,-12.6232,-6.56196,-1.27757,7.98743,11.199,-19.1864,32.0103,-22.4293,-14.2501,19.2758,-0.0658439,-0.0496629,0.0432322,-1.51276e-12,2.69568e-12,5.15179e-316,-11.582,16.7528,-12.6232,-6.56196,-1.27757,70.3219
0.0198,38.9761,-10.2047,-32.7015,30.3708,-11.5796,16.7579,-12.6212,-6.57205,-1.28194,7.32244,11.7854,-19.1078,31.6536,-21.9901,-13.5937,19.2808,-0.0655934,-0.0460892,0.0466721,-1.50941e-12,2.68568e-12,5.14992e-316,-11.5796,16.7579,-12.6212,-6.57205,-1.28194,64.4506
0.0199,37.8991,-9.16395,-31.9193,30.3757,-11.5774,16.7631,-12.6195,-6.58209,-1.28584,6.64669,12.3553,-19.002,31.2524,-21.5193,-12.9173,19.2857,-0.0652642,-0.0422296,0.0497602,-1.50208e-12,2.68435e-12,nan,-11.5774,16.7631,-12.6195,-6.58209,-1.28584,58.4878
0.02,36.7682,-8.10961,-31.0912,30.3806,-11.5753,16.7682,-12.6181,-6.59207,-1.2893,5.96113,12.9079,-18.8691,30.8071,-21.0176,-12.2221,19.2906,-0.0648598,-0.0381236,0.0524727,-1.51815e-12,2.68941e-12,5.1518e-316,-11.5753,16.7682,-12.6181,-6.59207,-1.2893,52.4419
0.0201,35.5851,-7.04317,-30.2183,30.3855,-11.5735,16.7732,-12.6169,-6.60198,-1.29231,5.26674,13.4425,-18.7092,30.3184,-20.4857,-11.5091,19.2955,-0.0643837,-0.0338127,0.0547901,-1.50943e-12,2.68612e-12,5.14992e-316,-11.5735,16.7732,-12.6169,-6.60198,-1.29231,46.3215
0.0202,34.3514,-5.96617,-29.3018,30.3903,-11.5719,16.7783,-12.616,-6.6118,-1.2949,4.56451,13.9582,-18.5227,29.7869,-19.9243,-10.7792,19.3003,-0.0638393,-0.0293393,0.056698,-1.5209e-12,2.69512e-12,2.90713e-312,-11.5719,16.7783,-12.616,-6.6118,-1.2949,40.1352
0.0203,33.0689,-4.88014,-28.3431,30.3951,-11.5704,16.7832,-12.6152,-6.62152,-1.29707,3.85543,14.4542,-18.3096,29.2135,-19.3344,-10.0335,19.3051,-0.0632299,-0.0247465,0.0581862,-1.512e-12,2.68308e-12,5.1518e-316,-11.5704,16.7832,-12.6152,-6.62152,-1.29707,33.8919
0.0204,31.7395,-3.78665,-27.3436,30.3999,-11.5691,16.7881,-12.6147,-6.63112,-1.29884,3.1405,14.9299,-18.0704,28.599,-18.7166,-9.27313,19.3099,-0.062559,-0.0200779,0.0592495,-1.51631e-12,2.6822e-12,5.14993e-316,-11.5691,16.7881,-12.6147,-6.63112,-1.29884,27.6004
0.0205,30.3649,-2.68726,-26.3046,30.4046,-11.568,16.7929,-12.6145,-6.64059,-1.30022,2.42076,15.3846,-17.8054,27.9441,-18.0719,-8.4992,19.3146,-0.0618296,-0.0153764,0.0598871,-1.51136e-12,2.68577e-12,8.48798e-314,-11.568,16.7929,-12.6145,-6.64059,-1.30022,21.2698
0.0206,28.9471,-1.58353,-25.2276,30.4092,-11.5671,16.7976,-12.6144,-6.64993,-1.30122,1.69721,15.8176,-17.5148,27.2499,-17.4011,-7.71281,19.3192,-0.0610451,-0.0106843,0.0601028,-1.5246e-12,2.69616e-12,5.1518e-316,-11.5671,16.7976,-12.6144,-6.64993,-1.30122,14.9088
0.0207,27.4883,-0.477062,-24.1143,30.4138,-11.5663,16.8023,-12.6145,-6.65911,-1.30186,0.970909,16.2283,-17.1992,26.5173,-16.7053,-6.91511,19.3238,-0.0602084,-0.00604262,0.0599045,-1.51685e-12,2.68645e-12,5.14993e-316,-11.5663,16.8023,-12.6145,-6.65911,-1.30186,8.52674
0.0208,25.9903,0.630572,-22.9661,30.4183,-11.5657,16.8068,-12.6148,-6.66813,-1.30214,0.24288,16.616,-16.8589,25.7474,-15.9854,-6.10725,19.3283,-0.0593228,-0.00149079,0.059304,-1.51754e-12,2.68357e-12,3.01323e-312,-11.5657,16.8068,-12.6148,-6.66813,-1.30214,2.13253
0.0209,24.4554,1.73778,-21.7848,30.4227,-11.5652,16.8112,-12.6154,-6.67698,-1.30209,-0.485833,16.9802,-16.4944,24.9413,-15.2425,-5.29041,19.3327,-0.0583911,0.00293382,0.0583173,-1.51884e-12,2.6846e-12,5.14472e-316,-11.5652,16.8112,-12.6154,-6.67698,-1.30209,-4.26472
0.021,22.8858,2.84299,-20.572,30.4271,-11.5649,16.8156,-12.616,-6.68565,-1.30171,-1.21418,17.3204,-16.1063,24.1,-14.4774,-4.46574,19.3371,-0.0574163,0.00719616,0.0569635,-1.52077e-12,2.68479e-12,5.17296e-316,-11.5649,16.8156,-12.616,-6.68565,-1.30171,-10.6559
0.0211,21.2837,3.94461,-19.3294,30.4314,-11.5648,16.8198,-12.6169,-6.69413,-1.30101,-1.94113,17.6361,-15.695,23.2248,-13.6915,-3.63446,19.3414,-0.0564012,0.0112639,0.055265,-1.53245e-12,2.69219e-12,1.67638e-312,-11.5648,16.8198,-12.6169,-6.69413,-1.30101,-17.0319
0.0212,19.6513,5.04107,-18.0589,30.4356,-11.5648,16.8239,-12.6179,-6.70241,-1.30002,-2.66563,17.9268,-15.2611,22.3169,-12.8857,-2.79775,19.3456,-0.0553487,0.0151075,0.053247,-1.52765e-12,2.68152e-12,5.14463e-316,-11.5648,16.8239,-12.6179,-6.70241,-1.30002,-23.3838
0.0213,17.9909,6.1308,-16.7622,30.4397,-11.5649,16.8278,-12.6191,-6.71049,-1.29874,-3.38664,18.192,-14.8054,21.3776,-12.0612,-1.95683,19.3497,-0.0542616,0.0187009,0.0509372,-1.5254e-12,2.68519e-12,5.17296e-316,-11.5649,16.8278,-12.6191,-6.71049,-1.29874,-29.7024
0.0214,16.305,7.21223,-15.4412,30.4438,-11.5651,16.8317,-12.6204,-6.71836,-1.29719,-4.10313,18.4314,-14.3283,20.4082,-11.2192,-1.11288,19.3538,-0.0531423,0.0220209,0.0483652,-1.52563e-12,2.68546e-12,1.6976e-312,-11.5651,16.8317,-12.6204,-6.71836,-1.29719,-35.9788
0.0215,14.596,8.28384,-14.0977,30.4477,-11.5655,16.8354,-12.6219,-6.72602,-1.29537,-4.81407,18.6446,-13.8306,19.41,-10.3608,-0.267142,19.3577,-0.0519938,0.0250482,0.0455625,-1.52674e-12,2.68752e-12,5.15109e-316,-11.5655,16.8354,-12.6219,-6.72602,-1.29537,-42.2041
0.0216,12.8662,9.34407,-12.7337,30.4516,-11.5659,16.8389,-12.6234,-6.73345,-1.29332,-5.51843,18.8314,-13.3129,18.3846,-9.48728,0.579188,19.3616,-0.0508182,0.0277668,0.0425617,-1.53191e-12,2.68618e-12,5.17297e-316,-11.5659,16.8389,-12.6234,-6.73345,-1.29332,-48.3694
0.0217,11.1181,10.3914,-11.3512,30.4554,-11.5665,16.8424,-12.6251,-6.74066,-1.29102,-6.21519,18.9913,-12.7761,17.3333,-8.59988,1.42489,19.3654,-0.0496184,0.0301645,0.0393965,-1.52721e-12,2.68944e-12,1.71882e-312,-11.5665,16.8424,-12.6251,-6.74066,-1.29102,-54.4659
0.0218,9.3542,11.4244,-9.95209,30.4591,-11.5672,16.8457,-12.6269,-6.74764,-1.28851,-6.90337,19.1242,-12.2209,16.2576,-7.69983,2.26876,19.3691,-0.0483965,0.0322326,0.0361009,-1.53173e-12,2.68577e-12,6.13268e-316,-11.5672,16.8457,-12.6269,-6.74764,-1.28851,-60.4851
0.0219,7.57701,12.4415,-8.53837,30.4627,-11.5681,16.8488,-12.6289,-6.75439,-1.28579,-7.58196,19.2299,-11.648,15.159,-6.78842,3.10959,19.3727,-0.047155,0.0339662,0.0327092,-1.53397e-12,2.6889e-12,5.17297e-316,-11.5681,16.8488,-12.6289,-6.75439,-1.28579,-66.4183
0.022,5.78907,13.4413,-7.11207,30.4662,-11.569,16.8518,-12.6309,-6.7609,-1.28288,-8.24998,19.3082,-11.0583,14.039,-5.86693,3.94618,19.3762,-0.0458961,0.0353635,0.0292553,-1.53325e-12,2.68731e-12,1.74004e-312,-11.569,16.8518,-12.6309,-6.7609,-1.28288,-72.2571
0.0221,3.99289,14.4224,-5.67523,30.4696,-11.57,16.8547,-12.633,-6.76717,-1.27978,-8.90647,19.359,-10.4526,12.8994,-4.93667,4.77733,19.3796,-0.0446221,0.0364267,0.0257725,-1.53325e-12,2.68883e-12,8.64758e-316,-11.57,16.8547,-12.633,-6.76717,-1.27978,-77.9933
0.0222,2.19104,15.3833,-4.22989,30.4729,-11.5711,16.8574,-12.6352,-6.7732,-1.27651,-9.55049,19.3822,-9.83174,11.7415,-3.99896,5.60185,19.3829,-0.043335,0.0371609,0.0222932,-1.53582e-12,2.68984e-12,5.17298e-316,-11.5711,16.8574,-12.6352,-6.7732,-1.27651,-83.6186
0.0223,0.386075,16.3227,-2.77811,30.4761,-11.5722,16.86,-12.6374,-6.77899,-1.27309,-10.1811,19.3778,-9.19669,10.5672,-3.05513,6.41858,19.3861,-0.042037,0.0375745,0.0188487,-1.53498e-12,2.68678e-12,1.76126e-312,-11.5722,16.86,-12.6374,-6.77899,-1.27309,-89.1251
0.0224,-1.41944,17.2392,-1.32197,30.4793,-11.5735,16.8624,-12.6397,-6.78454,-1.26952,-10.7974,19.3457,-8.54832,9.37796,-2.10651,7.22635,19.3893,-0.0407302,0.0376786,0.0154685,-1.53442e-12,2.68764e-12,5.14494e-316,-11.5735,16.8624,-12.6397,-6.78454,-1.26952,-94.5049
0.0225,-3.22293,18.1316,0.136466,30.4823,-11.5748,16.8647,-12.6421,-6.78985,-1.26581,-11.3985,19.286,-7.88755,8.17556,-1.15446,8.02401,19.3923,-0.0394163,0.0374872,0.0121803,-1.53823e-12,2.69044e-12,5.17299e-316,-11.5748,16.8647,-12.6421,-6.78985,-1.26581,-99.7505
0.0226,-5.02185,18.9985,1.59511,30.4852,-11.5762,16.8669,-12.6445,-6.79491,-1.26199,-11.9835,19.1988,-7.21532,6.96166,-0.200326,8.81043,19.3952,-0.0380975,0.0370167,0.00901001,-1.53743e-12,2.69388e-12,1.78248e-312,-11.5762,16.8669,-12.6445,-6.79491,-1.26199,-104.854
0.0227,-6.81363,19.8387,3.05188,30.488,-11.5777,16.8689,-12.647,-6.79973,-1.25805,-12.5516,19.0842,-6.5326,5.73797,0.754535,9.58449,19.398,-0.0367754,0.0362857,0.00598104,-1.54408e-12,2.69199e-12,5.14815e-316,-11.5777,16.8689,-12.647,-6.79973,-1.25805,-109.809
0.0228,-8.59573,20.6511,4.50471,30.4907,-11.5792,16.8707,-12.6495,-6.80431,-1.25402,-13.102,18.9423,-5.84037,4.50623,1.70877,10.3451,19.4007,-0.0354518,0.0353147,0.00311448,-1.54217e-12,2.69432e-12,5.17304e-316,-11.5792,16.8707,-12.6495,-6.80431,-1.25402,-114.608
0.0229,-10.3656,21.4344,5.95152,30.4934,-11.5808,16.8725,-12.6521,-6.80865,-1.24989,-13.6338,18.7734,-5.13962,3.26816,2.66101,11.0911,19.4034,-0.0341284,0.0341257,0.000428859,-1.54459e-12,2.6945e-12,1.8037e-312,-11.5808,16.8725,-12.6521,-6.80865,-1.24989,-119.244
0.023,-12.1208,22.1875,7.39025,30.4959,-11.5825,16.874,-12.6546,-6.81275,-1.24569,-14.1463,18.5776,-4.43135,2.02552,3.60991,11.8216,19.4059,-0.032807,0.0327422,-0.00205997,-1.54462e-12,2.69408e-12,7.11541e-316,-11.5825,16.874,-12.6546,-6.81275,-1.24569,-123.71
0.0231,-13.8587,22.9094,8.81886,30.4983,-11.5841,16.8755,-12.6572,-6.81661,-1.24142,-14.6387,18.3553,-3.71658,0.780048,4.55411,12.5354,19.4083,-0.0314889,0.0311886,-0.00433887,-1.54569e-12,2.69636e-12,5.17305e-316,-11.5841,16.8755,-12.6572,-6.81661,-1.24142,-128.001
0.0232,-15.5769,23.5991,10.2353,30.5006,-11.5859,16.8768,-12.6598,-6.82023,-1.23709,-15.1104,18.1068,-2.99633,-0.466485,5.49227,13.2316,19.4106,-0.0301759,0.02949,-0.00639751,-1.54661e-12,2.70012e-12,1.82492e-312,-11.5859,16.8768,-12.6598,-6.82023,-1.23709,-132.109
0.0233,-17.273,24.2554,11.6375,30.5029,-11.5877,16.878,-12.6624,-6.82363,-1.23271,-15.5607,17.8324,-2.27164,-1.71232,6.42306,13.9092,19.4129,-0.0288693,0.0276719,-0.00822831,-1.54925e-12,2.70087e-12,5.14528e-316,-11.5877,16.878,-12.6624,-6.82363,-1.23271,-136.03
0.0234,-18.9446,24.8776,13.0236,30.505,-11.5895,16.879,-12.665,-6.82679,-1.2283,-15.9889,17.5324,-1.54355,-2.95571,7.34514,14.5672,19.415,-0.0275705,0.02576,-0.00982647,-1.54555e-12,2.6978e-12,5.17306e-316,-11.5895,16.879,-12.665,-6.82679,-1.2283,-139.758
